phylum,kingdom,CC4_203_high_fert,CC4_261_no_fert,CC4_264_no_fert_till,CC4_284_high_fert,CC4_287_high_fert_till,CC4_304_no_fert,CC4_309_high_fert,CC4_50_high_fert_till,CC4_59_no_fert_till,CC4_82_no_fert_till,CC4_93_no_fert,Cuba8_248_no_fert_till,Cuba8_254_no_fert,Cuba8_260_no_fert_till,Cuba8_263_high_fert_till,Cuba8_279_no_fert,Cuba8_308_no_fert_till,Cuba8_315_high_fert,Cuba8_320_high_fert_till,Cuba8_7_high_fert_till,Cuba8_8_high_fert,DAOM197198_104_no_fert,DAOM197198_150_high_fert_till,DAOM197198_158_high_fert,DAOM197198_16_high_fert_till,DAOM197198_18_no_fert,DAOM197198_210_no_fert_till,DAOM197198_235_no_fert,DAOM197198_240_no_fert_till,DAOM197198_286_high_fert_till,DAOM197198_40_no_fert_till,DAOM197198_5_high_fert,DAOM197198_72_high_fert,Control_125_high_fert,Control_128_high_fert_till,Control_139_no_fert_till,Control_17_no_fert,Control_23_no_fert_till,Control_25_high_fert_till,Control_30_high_fert,Control_33_high_fert,Control_52_no_fert,Control_71_no_fert_till,Control_74_no_fert,Control_95_high_fert_till
Nucleocytoviricota,Viruses,13.4280676,8.544358335,18.39226269,10.17816959,13.57529009,8.064373424,18.82848158,22.45363142,16.38222404,20.42613401,19.02786975,13.74039621,14.36704307,24.75063387,12.59414253,11.61115929,20.62861832,5.61970352,5.432746236,25.92923136,10.86592857,0,19.40745379,11.7705592,0,7.807583306,24.85750135,17.07400657,17.70954404,8.671779943,14.02979507,7.831597333,22.82918919,10.91092547,10.37531455,11.19936437,5.938879536,17.95423741,2.753738586,8.306463035,8.012296477,11.30211054,18.36485954,11.28131421,16.7421923
Olpidiomycota,Fungi,1.008036179,0.899739074,1.842226909,0.842088618,0.999789401,0.100078095,1.199119418,2.294542423,1.011966723,1.65100442,2.55961625,1.183264566,0.982202844,1.860145579,0.288283745,0.658540061,4.445601842,0,1.408165907,4.957322865,1.720506444,0,1.107103595,0.715066153,0,0.816278039,1.181589435,1.78664572,0.950988362,0.686228874,0.877459569,0,5.656885694,2.331770189,2.364116397,1.170692207,1.336802212,2.301567087,0.575176574,0.759759894,0.568473823,0.991688022,2.004151923,2.471017512,2.596563815
Oomycota,Protists ,304.956419,221.1211323,390.3400964,208.7547252,242.2848019,407.097175,490.9081924,388.0319911,362.5578257,410.7838953,610.4300092,242.1823986,259.7737492,285.7790608,254.7263198,195.6690368,302.7397088,540.9957056,231.5839219,550.9832181,254.0689755,0,628.6810997,293.3482267,557.1223143,311.4340589,450.4270431,647.1516452,420.3015815,677.1932136,365.0302566,477.9311725,548.8574841,228.8411147,177.5250732,272.4388496,113.5213599,174.2655656,116.4222846,195.1961531,184.1256051,171.2250084,295.5842114,144.8067103,255.6883849
Parabasalia,Protists ,0.36530515,0.955542822,3.840804128,0.969129482,0.026750285,1.962751579,2.14721009,1.178925121,3.457018185,3.164677563,2.194342353,3.125856835,2.990475887,7.107812314,1.135728651,0.907378931,3.321828256,0.874310002,1.5845712,7.257118694,0.458914694,0,3.774891168,0.967602201,0,2.355331491,4.894027648,3.587617414,2.998749979,1.16419096,1.129349441,0,0.71506059,1.545815755,1.172070433,1.410924639,2.601773996,1.3533419,0.217298378,0.408679773,0.581045196,0.652904834,2.335647855,1.56697123,1.055474664
Peploviricota,Viruses,0,0,0,0.41246513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Perkinsozoa,Protists ,5.578028555,0.985186415,30.76813182,3.374606626,6.68694727,1.520208379,7.173162869,3.142822117,7.728769825,6.502111792,3.049925325,9.253884723,11.55871254,7.763311476,6.160451712,4.042260832,9.10311256,2.245869242,6.395536769,6.98860359,0.998587425,0,5.136958649,3.487097971,52.44204263,3.353002758,33.04563037,9.225339411,8.953009722,4.59298132,2.663284237,2.805555389,7.128177379,2.880536405,4.350214854,2.527547993,2.153422455,3.569120507,1.799172135,1.770469054,1.654008568,1.407505723,7.195919927,1.535152277,1.989085021
Phixviricota,Viruses,0,0,0,0,4.990951166,0,0.108222412,0,0.150153023,0,0,0,0.58381306,0,0,0.131842607,0,0,0,0.338303014,0,0,0.295717304,0.501256957,0,0,0,0.08978605,0.472135585,0,0,0,0.387527007,0.043160257,0.159765123,0.151806161,9.891639574,0.180363063,0.3618115,0.179453743,0.048944313,0.168032777,0.033610017,0.103327522,0.623251771
Picozoa,Protists ,0,0.726220576,2.363407799,0,0,0,0,0,0,0,0,0.494803817,0.456259242,1.689317532,0.024544318,0.116686185,0,0,0.172712545,1.019768304,0.202756856,0,0,0,0,0.753217751,1.945565571,1.245148417,0.922487165,0.368621154,0,0,0.810331608,0,0,0,0,0,0,0,0,0,0,0,0
Pisuviricota,Viruses,298.3485808,23.52284344,36.2414644,52.74653247,310.8145741,95.59332512,93.12345519,794.0323169,61.66769383,37.17880442,447.151261,247.1690296,126.733374,46.76820991,59.62487911,86.47426194,1692.360746,53.2228238,97.0090324,295.6102706,43.20204236,0,258.6245864,76.80146145,374.4072615,157.7906263,264.7728121,76.40024257,89.89466981,68.47098664,72.24941765,657.891489,75.94746531,64.96165335,99.40425603,56.79429056,113.9843584,111.2562207,182.537388,416.9719132,43.29177136,107.9289152,23.27994203,69.8316548,93.90717753
Planctomycetota,Bacteria,1655.24435,3911.189364,7481.654361,1035.467316,741.8668318,2863.422884,1633.72285,1275.779787,4527.803107,3234.250836,2947.636788,2476.887915,2885.786656,4098.148869,2345.703339,10627.3009,6254.061322,4775.182149,1893.389363,3310.211948,5707.305832,0,1464.315978,1523.313629,6328.081688,3404.23807,6631.843667,6186.78447,3138.839505,1537.902428,3564.698394,1673.527897,2213.882019,1008.733031,577.6680659,4200.341175,2998.404083,2260.945997,407.6513226,1332.600194,1027.962756,2002.175762,1422.715369,539.2552011,756.9759418
Preaxostyla,Protists ,3.249013445,2.507528087,9.343495237,2.821884536,3.778605717,4.124957133,7.992472138,11.10548362,11.7645875,9.206238217,6.436456506,10.4382195,10.35044794,11.61298898,4.184835971,4.182926659,12.72224426,2.206871831,7.169484263,22.14374037,6.265080527,0,10.458394,5.366182356,14.48225083,6.683254174,12.09476451,11.66054086,8.55342256,4.899224465,7.755069285,9.637381867,13.38699711,6.629897171,7.153370294,6.988138241,7.08102385,6.112026315,2.317966274,4.842238597,6.242709387,5.090142171,15.93464973,12.75113443,6.148613596
Preplasmiviricota,Viruses,0,0,0,0,0,0,0,0.072573272,0.320382687,0,0,0,0,0,0,0,0,0,1.308857858,0.036283644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.271269695,0,0,0,0,0,0,0,0,0,0
Promethearchaeota,Archaea,0.554955002,0.048285317,1.621678504,0.804131239,0.124470712,1.208997062,0.266697741,0.662833268,1.010099258,1.553495862,0.146071357,0.648830172,0.858395286,1.724321059,0.138611895,0.111341783,0.609397982,0.449166714,0.747336647,0.898175365,0.281606744,0,0.941306442,0.265315243,0,0.822037079,0.894300286,1.42337109,0.518893314,0.604316909,0.61335814,0,0.402963659,0.074644405,0.164778797,0.774163723,0,0.701801837,0,1.011255531,0.429269351,0.196069795,1.118509027,0,0.320864199
Pseudomonadota,Bacteria,12784.91118,13798.06513,25370.08665,19784.28678,16386.86422,20699.85682,23609.18421,21990.31662,11462.49277,12861.114,10936.50283,12320.20204,14002.97687,14570.83283,14011.46851,10200.4276,20192.42791,18729.90368,23222.10454,31254.85752,14708.24405,0,20247.49478,22113.66456,27256.2154,15586.45142,16111.58538,22629.18854,17851.11086,20379.45923,15127.55076,31319.44221,25654.68157,11305.03482,11963.67284,14296.76061,18072.97305,11260.4422,13506.1243,22366.85593,16525.96649,8947.574018,8048.797674,10023.41148,14962.52125
Rhodothermota,Bacteria,23.80212786,26.67687065,44.78067389,16.74153426,11.25384826,62.99216971,14.0339902,7.538338755,14.25353449,16.09009003,8.040109983,40.22982184,33.18998752,94.11612261,20.27847088,31.15618963,79.88949971,46.17597414,36.41006043,15.25687728,23.00822181,0,18.25719246,53.21092497,0,54.03822633,66.338972,71.78598831,127.7018823,48.72208603,17.25672015,26.65635478,19.3862562,14.81469241,20.07238479,30.37615407,19.91586381,14.77353285,4.745095083,10.03470341,6.700982471,16.13663511,7.026747363,15.93561822,6.61932446
Spirochaetota,Bacteria,10.64492842,28.10356728,52.08554043,11.81155392,9.399603956,20.3156068,20.42532678,19.42492888,45.46268179,25.62182175,9.766757989,31.49611649,33.98955844,31.22433759,18.76075705,23.58021656,36.40065375,45.54611539,26.98945026,35.85215867,31.26422907,0,11.85798712,13.13492969,0,29.75355269,38.59196459,36.52326343,17.7169793,10.95702894,17.91604038,33.0712241,23.24186009,5.242257167,5.547724804,17.52161188,53.34397369,8.896606696,3.531604678,8.275570766,10.47020532,10.41428132,7.329330966,4.838177704,9.310597689
Synergistota,Bacteria,0.456501176,0.805666204,6.481962727,0.770175344,0.337015172,1.762865519,1.200897502,1.032362672,0.880372306,1.22130263,0.624535019,1.725797726,1.658242201,1.2704478,1.457657687,1.108523527,2.923194631,0.7613764,1.72952802,2.794401013,0.369259174,0,0.845665383,2.265784165,0,0.557976308,2.825524482,2.948739983,3.106902136,0.412810855,0.922846849,0,0.333419462,0.129097717,0.254113373,3.419352871,3.497049893,1.08465649,0.430493704,0.486433481,0.433771221,0.622035189,0.771099082,0,0.660015497
Thermodesulfobacteriota,Bacteria,10405.16622,4284.69321,287.180254,2869.968707,2030.054668,6359.384227,3836.470358,6120.561555,129.7509145,775.0476408,143.4524011,91.96561483,141.4725576,159.7793564,147.1259844,110.4362864,188.1860031,87.23527147,155.5665289,59.12662948,39.23879959,0,115.6257245,191.6319353,138.419134,163.7968579,209.083459,185.6031478,112.9677858,277.2001167,60.74380054,235.3703377,83.04813315,23.44706732,38.86824962,81.10507669,142.3937741,40.02130364,51.31843907,32.14746782,29.92788222,40.77597368,26.83794027,28.4465916,25.89624447
Thermodesulfobiota,Bacteria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090569445,0.303421188,0.134632945,0.147076578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thermomicrobiota,Bacteria,433.2306154,348.5805035,343.0486392,666.8018921,627.0543972,618.8724577,755.1074255,919.7408532,359.8342973,265.2768787,183.0874705,258.8723115,265.4244845,334.0989012,784.5805796,284.9280819,468.5102237,707.8022212,755.2912041,1260.325016,538.2691994,0,907.8839575,730.3366218,364.3958605,419.6374552,431.5431508,436.669502,325.3678773,821.1771205,388.7900469,1354.844691,1702.448948,3358.109884,1185.962783,297.0529768,351.9467303,235.5573326,572.2420022,513.9544819,502.6308702,196.5508305,209.7847661,287.8762064,455.3623802
Thermoplasmatota,Archaea,5.623015859,23.71828577,163.7564759,5.868830068,4.221374686,189.9893783,25.86801157,5.95207794,7.621447729,6.923698982,6.747786236,104.0816147,83.94683155,53.22184549,10.9531134,125.6090365,22.19531738,4.851690714,10.33670854,5.750204961,2.108574381,0,6.532206384,3.343467469,59.33312865,8.791667386,20.76000185,61.73856598,9.313438813,7.050821822,6.354371337,7.782290342,7.920989937,1.766311121,2.221596451,6.698654713,8.862134702,3.955008537,1.012773987,1.990649839,2.167086783,3.924137886,8.334485322,3.002156985,4.24767847
Thermoproteota,Archaea,12.58441332,22.47747444,21.05796038,41.3835419,11.24934147,56.10199754,25.65618193,6.329357287,2.448644178,2.295602871,1.155131651,7.379232753,7.404799576,5.840145045,25.01377926,10.24021653,11.20105693,17.65839226,29.5896529,7.084402785,18.95080478,0,15.46756545,14.33786658,0,9.649558165,12.10549658,9.967981518,5.313765444,21.25836655,1.105081279,9.255332379,8.361000352,5.635886026,8.863931685,3.656557346,14.09467566,3.021350679,5.699175504,4.850731958,4.19307372,1.413925134,2.625217179,1.317104833,3.792326201
Thermosulfidibacterota,Bacteria,0,0,0.324122242,0,0,0.369396449,0.27943996,0.171175474,0,0.142288107,0,0.57101924,0.045550217,0.222757614,0.484550254,0.241420305,0.544124528,0.781400586,0.49093881,0.078425412,0.417663935,0,0.115535291,0.310859821,0,0.660781588,1.121319748,0.912717467,0.30340136,0.068228304,0.432179418,0,0,0.075737383,0.181289909,0.348105351,0.99123387,0.061346987,0.092364748,0,0,0.234552274,0,0,0
Thermotogota,Bacteria,49.10327823,138.3673425,29.25336351,85.82572372,38.61971976,243.3165727,20.54606937,17.15985439,14.33887131,20.89526184,16.77835326,12.03043818,12.8140938,12.33611305,83.04092349,10.5280684,11.88781189,12.12083928,59.57693269,5.028338735,13.15483697,0,2.127012925,4.766906956,0,7.478744127,5.446003626,6.70724947,3.765198701,2.372849599,1.604449377,0,3.551713711,1.70656051,0.96183835,471.7702576,8.684916027,7.302096762,1.093050129,2.975894129,1.425793406,2.253420385,6.77176695,5.129815886,1.542721508
Tubulinea,Protists ,86.23482564,21.45003363,72.92801674,36.31705114,23.10937823,36.5285766,63.52692483,34.25967978,60.95621206,73.80581332,64.23590022,70.80931064,96.55019624,102.8069154,81.08127109,57.81324769,157.5623347,39.49845617,36.41855761,62.83879745,37.67311712,0,116.7038031,42.91603676,61.32093024,53.13148889,68.87392299,61.11710889,82.37377523,32.24115824,77.07609426,18.59933638,76.69050369,29.69899385,49.52875154,46.56028389,95.70899472,35.73579134,16.15814178,29.49959745,42.63622898,51.31407668,97.25930771,29.83563603,46.25827658
Uroviricota,Viruses,71.5947473,4.996629575,31.32876779,30.87773419,88.74462845,18.25371145,120.737063,46.21839732,16.89627259,14.46593057,69.39241248,20.86049553,44.5823968,26.10106152,39.1597944,8.67720487,24.12872244,67.21536579,145.0799263,134.1346821,51.05731349,0,30.52548198,96.86763448,149.3748617,112.2222022,23.10163474,14.81635608,18.00091414,49.42098501,13.51377714,143.7937265,459.8099231,27.66371306,68.69446682,15.15918187,245.7221265,24.03761741,107.5111344,57.48502872,83.45589322,24.70270715,11.72139548,25.70952692,75.90749282
Verrucomicrobiota,Bacteria,409.3769893,1677.037997,3690.487591,368.2309171,223.7399855,934.7875478,422.1965385,464.1666078,2349.159126,2467.71019,1487.544901,1351.883909,2090.543922,3165.955219,438.087547,1131.277537,3399.366071,330.339877,495.9136063,543.6033387,429.8065874,0,512.9772154,435.9492389,3900.679186,2692.815136,2949.28031,3096.475446,2163.316452,409.674308,2121.870218,453.0990162,669.2893559,222.7050298,381.6287732,1934.361997,2465.671422,1714.158206,240.0479755,766.0001531,511.1501298,1178.870074,913.1652542,414.0486584,442.4472755
Vulcanimicrobiota,Bacteria,5.380036745,13.52442743,22.84732931,7.563326599,5.564349595,13.54087999,21.31043405,43.00561423,26.10952921,25.26245005,27.13365822,9.574805068,10.66396732,14.44005603,10.37259859,18.86183674,21.2108063,7.159231191,8.763904725,15.65452574,5.006844406,0,11.86865155,6.79875918,1.914360279,10.10851932,15.06086843,17.46886507,10.39122896,7.999268417,26.77870502,17.41964929,69.64311289,5.586550341,5.232476014,18.78784855,19.71071408,21.71634388,8.743608235,26.98230557,11.46071074,17.35699238,6.731852143,2.374250853,19.05433034
Zoopagomycota,Fungi,13.72582404,10.92297594,15.85088724,10.95178527,13.96475689,9.57202823,28.5331795,18.66999574,15.5852738,17.73653814,20.56132557,21.71251275,14.43638243,37.29774219,49.05177922,14.18841476,37.95332219,45.39491413,73.211818,59.37641211,17.53774061,0,84.74464058,153.4509201,52.06954425,16.41864256,41.15462276,16.74395896,26.73387161,93.67216493,18.10232382,27.38561844,24.25109562,32.09161301,190.3862357,31.87501221,9.015735585,34.81603964,23.6414656,10.14403849,103.6515198,11.33646412,17.44463937,22.30498511,13.50688884
,,80719.47469,80370.17623,105110.781,84686.25289,68366.86346,89790.67485,102808.5742,77877.27152,65198.02581,80972.25028,73142.70899,69111.56512,72798.25148,78622.12726,87269.7281,78042.5958,103882.4776,87540.1319,102763.5959,117145.9448,76116.77454,0,93954.14606,94864.90283,109667.9018,106867.7695,87442.45518,106544.2792,76729.1052,90552.1521,62721.89743,134006.015,93766.69821,61968.46018,86789.99338,66060.80393,147395.7955,55280.06263,125392.72,76003.21219,73064.73312,48047.60135,61193.73849,55227.65621,67059.35402
